index,stamp_ns
2633,1671607625499898911
2634,1671607625599990129
2635,1671607625699831963
2636,1671607625799926043
2637,1671607625899883986
2638,1671607626000097990
2639,1671607626099952221
2640,1671607626199795961
2641,1671607626299877882
2642,1671607626399950027
2643,1671607626499797106
2644,1671607626599884033
2645,1671607626699970007
2646,1671607626799814939
2647,1671607626899893999
2648,1671607627000101089
2649,1671607627099963903
2650,1671607627199803829
2651,1671607627299877882
2652,1671607627399943829
2653,1671607627499784946
2654,1671607627599995852
2655,1671607627699845076
2656,1671607627799941063
2657,1671607627899783850
2658,1671607628000090122
2659,1671607628099942923
2660,1671607628199790001
2661,1671607628299881935
2662,1671607628399981022
2663,1671607628499827862
2664,1671607628599911928
2665,1671607628699881077
2666,1671607628799974918
2667,1671607628899824142
2668,1671607629000027895
2669,1671607629099879026
2670,1671607629199968100
2671,1671607629299793005
2672,1671607629399998903
2673,1671607629499830008
2674,1671607629599920034
2675,1671607629699892044
2676,1671607629799970150
2677,1671607629899803877
2678,1671607630000011921
2679,1671607630099980116
2680,1671607630199805021
2681,1671607630299892902
2682,1671607630399976015
2683,1671607630499797106
2684,1671607630599893093
2685,1671607630699983120
2686,1671607630799812078
2687,1671607630899901867
2688,1671607631000097990
2689,1671607631099945068
2690,1671607631199779034
2691,1671607631299994946
2692,1671607631399831057
2693,1671607631499922037
2694,1671607631599887848
2695,1671607631699984789
2696,1671607631799835920
2697,1671607631899932861
2698,1671607632000015974
2699,1671607632099985838
2700,1671607632199823856
2701,1671607632299916983
2702,1671607632399879932
2703,1671607632499961138
2704,1671607632599802017
2705,1671607632699892044
2706,1671607632799998045
2707,1671607632899842024
2708,1671607633000047207
2709,1671607633099901915
2710,1671607633199984789
2711,1671607633299829960
2712,1671607633399922848
2713,1671607633499889851
2714,1671607633599961996
2715,1671607633699802876
2716,1671607633799897194
2717,1671607633899995804
2718,1671607634000082970
2719,1671607634099936008
2720,1671607634199887991
2721,1671607634299971104
2722,1671607634399820089
2723,1671607634499913931
2724,1671607634599874973
2725,1671607634699965000
2726,1671607634799801111
2727,1671607634899893045
2728,1671607635000101089
2729,1671607635099962950
2730,1671607635199801207
2731,1671607635299885988
2732,1671607635399976969
2733,1671607635499804974
2734,1671607635599883080
2735,1671607635699969053
2736,1671607635799804926
2737,1671607635899886131
2738,1671607636000086069
2739,1671607636099942923
2740,1671607636199791193
2741,1671607636299877167
2742,1671607636399979115
2743,1671607636499815941
2744,1671607636599911928
2745,1671607636699993134
2746,1671607636799824953
2747,1671607636899909019
2748,1671607637000122070
2749,1671607637099945068
2750,1671607637199800014
2751,1671607637299885988
2752,1671607637399951935
2753,1671607637499794960
2754,1671607637599884033
2755,1671607637699984789
2756,1671607637799826860
2757,1671607637899910927
2758,1671607638000122786
2759,1671607638099981070
2760,1671607638199823141
2761,1671607638299936056
2762,1671607638399776936
2763,1671607638499994040
2764,1671607638599834204
2765,1671607638699930191
2766,1671607638799884081
2767,1671607638899986982
2768,1671607639000066042
2769,1671607639099915981
2770,1671607639199892044
2771,1671607639299993038
2772,1671607639399823189
2773,1671607639499912977
2774,1671607639599991083
2775,1671607639699831009
2776,1671607639799915075
2777,1671607639899883986
2778,1671607640000107050
2779,1671607640099971056
2780,1671607640199820995
2781,1671607640299922943
2782,1671607640399889946
2783,1671607640499989033
2784,1671607640599833012
2785,1671607640699923992
2786,1671607640799887180
2787,1671607640899981976
2788,1671607641000046015
2789,1671607641099897146
2790,1671607641199992180
2791,1671607641299856901
2792,1671607641399949074
2793,1671607641499785900
2794,1671607641599987984
2795,1671607641699807882
2796,1671607641799892902
2797,1671607641899974823
2798,1671607642000065088
2799,1671607642099922895
2800,1671607642199897051
2801,1671607642299984932
2802,1671607642399825811
2803,1671607642499929190
2804,1671607642599893093
2805,1671607642699975967
2806,1671607642799824953
2807,1671607642899898052
2808,1671607643000118971
2809,1671607643099962950
2810,1671607643199810028
2811,1671607643299898863
2812,1671607643399988890
2813,1671607643499827862
2814,1671607643599904060
2815,1671607643699985981
2816,1671607643799813986
2817,1671607643899910927
2818,1671607644000000954
2819,1671607644099974871
2820,1671607644199822187
2821,1671607644299909830
2822,1671607644399991035
2823,1671607644499826908
2824,1671607644599904060
2825,1671607644699984789
2826,1671607644799829960
2827,1671607644899910927
2828,1671607645000094891
2829,1671607645099952221
2830,1671607645199782848
2831,1671607645299992085
2832,1671607645399816990
2833,1671607645499909163
2834,1671607645599997997
2835,1671607645699836969
2836,1671607645799922943
2837,1671607645899888992
2838,1671607646000106096
2839,1671607646099961996
2840,1671607646199791193
2841,1671607646299998045
2842,1671607646399835825
2843,1671607646499920845
2844,1671607646599891901
2845,1671607646699963808
2846,1671607646799801111
2847,1671607646899997950
2848,1671607647000082970
2849,1671607647099936962
2850,1671607647199889898
2851,1671607647299982071
2852,1671607647399827003
2853,1671607647499927998
2854,1671607647599776983
2855,1671607647699876070
2856,1671607647799962044
2857,1671607647899806976
2858,1671607648000015974
2859,1671607648099983215
2860,1671607648199822187
2861,1671607648299933910
2862,1671607648399788141
2863,1671607648499875069
2864,1671607648599956989
2865,1671607648699798107
2866,1671607648799884081
2867,1671607648899980068
2868,1671607649000073910
2869,1671607649099929094
2870,1671607649199890852
2871,1671607649299982071
2872,1671607649399820089
2873,1671607649499922991
2874,1671607649599776983
2875,1671607649699994087
2876,1671607649799834967
2877,1671607649899917126
2878,1671607650000015020
2879,1671607650099974871
2880,1671607650199803829
2881,1671607650299885988
2882,1671607650399967909
2883,1671607650499825001
2884,1671607650599910975
2885,1671607650699876070
2886,1671607650799981117
2887,1671607650899830103
2888,1671607651000026941
2889,1671607651099883080
2890,1671607651199973106
2891,1671607651299800158
2892,1671607651399896145
2893,1671607651499993086
2894,1671607651599836826
2895,1671607651699913979
2896,1671607651799875021
2897,1671607651899973869
2898,1671607652000058174
2899,1671607652099910975
2900,1671607652199875116
2901,1671607652299956083
2902,1671607652399803877
2903,1671607652499888897
2904,1671607652599982023
2905,1671607652699823141
2906,1671607652799919128
2907,1671607652899882078
2908,1671607653000094891
2909,1671607653099941969
2910,1671607653199893951
2911,1671607653299992085
2912,1671607653399821043
2913,1671607653499915123
2914,1671607653599992990
2915,1671607653699820042
2916,1671607653799911976
2917,1671607653899877787
2918,1671607653999963999
2919,1671607654099806070
2920,1671607654199898005
2921,1671607654299981117
2922,1671607654399813890
2923,1671607654499903917
2924,1671607654599886179
2925,1671607654699983120
2926,1671607654799818993
2927,1671607654899901867
2928,1671607654999978065
2929,1671607655099817991
2930,1671607655199900866
2931,1671607655299983978
2932,1671607655399818897
2933,1671607655499915123
2934,1671607655599888802
2935,1671607655699995995
2936,1671607655799836874
2937,1671607655899929047
2938,1671607655999778986
2939,1671607656099887133
2940,1671607656199973106
2941,1671607656299801111
2942,1671607656399898767
2943,1671607656499999046
2944,1671607656599852085
2945,1671607656699930191
2946,1671607656799890995
2947,1671607656899984837
2948,1671607656999834061
2949,1671607657099915981
2950,1671607657199893951
2951,1671607657299983978
2952,1671607657399835825
2953,1671607657499919891
2954,1671607657599889994
2955,1671607657699970961
2956,1671607657799808979
2957,1671607657899904966
2958,1671607657999988079
2959,1671607658099838972
2960,1671607658199927092
2961,1671607658299885988
2962,1671607658399971008
2963,1671607658499823093
2964,1671607658599911928
2965,1671607658699879885
2966,1671607658799946070
2967,1671607658899792910
2968,1671607658999886036
2969,1671607659099982023
2970,1671607659199833155
2971,1671607659299916029
2972,1671607659399994135
2973,1671607659499823093
2974,1671607659599905014
2975,1671607659699995995
2976,1671607659799818993
2977,1671607659899919033
2978,1671607659999885082
2979,1671607660099977970
2980,1671607660199823141
2981,1671607660299911022
2982,1671607660399878979
2983,1671607660499962091
2984,1671607660599813223
2985,1671607660699892998
2986,1671607660799975872
2987,1671607660899821043
2988,1671607660999889851
2989,1671607661099886179
2990,1671607661199985981
2991,1671607661299835920
2992,1671607661399928093
2993,1671607661499886990
2994,1671607661599977970
2995,1671607661699809074
2996,1671607661799909830
2997,1671607661899889946
2998,1671607662000102997
2999,1671607662099936008
3000,1671607662199784040
3001,1671607662299991131
3002,1671607662399827957
3003,1671607662499905109
3004,1671607662599980116
3005,1671607662699815989
3006,1671607662799901962
3007,1671607662899981022
3008,1671607662999820948
3009,1671607663099910975
3010,1671607663199989080
3011,1671607663299825907
3012,1671607663399913073
3013,1671607663499892950
3014,1671607663599984884
3015,1671607663699824095
3016,1671607663799902916
3017,1671607663899991989
3018,1671607663999823809
3019,1671607664099933863
3020,1671607664199898958
3021,1671607664299986839
3022,1671607664399825811
3023,1671607664499910831
3024,1671607664599879980
3025,1671607664699965954
3026,1671607664799813986
3027,1671607664899917126
3028,1671607665000122070
3029,1671607665099987984
3030,1671607665199829102
3031,1671607665299913883
3032,1671607665399883032
3033,1671607665499972105
3034,1671607665599821091
3035,1671607665699910879
3036,1671607665799884081
3037,1671607665899986982
3038,1671607666000066042
3039,1671607666099915981
3040,1671607666199879885
3041,1671607666299958944
3042,1671607666399897099
3043,1671607666499968052
3044,1671607666599810123
3045,1671607666699913979
3046,1671607666799878836
3047,1671607666899972200
3048,1671607667000059843
3049,1671607667099912882
3050,1671607667199999094
3051,1671607667299835920
3052,1671607667399914980
3053,1671607667499878883
3054,1671607667599961996
3055,1671607667699806929
3056,1671607667799898148
3057,1671607667899994850
3058,1671607668000069141
3059,1671607668099923849
3060,1671607668199890852
3061,1671607668299996853
3062,1671607668399837971
3063,1671607668499933958
3064,1671607668599887133
3065,1671607668699975014
3066,1671607668799822092
3067,1671607668899906158
3068,1671607669000112057
3069,1671607669099960089
3070,1671607669199795008
3071,1671607669299885035
3072,1671607669399976969
3073,1671607669499812126
3074,1671607669599905014
3075,1671607669699986935
3076,1671607669799818039
3077,1671607669899904966
3078,1671607670000104904
3079,1671607670099952221
3080,1671607670199799061
3081,1671607670299889803
3082,1671607670399977922
3083,1671607670499811172
3084,1671607670599900961
3085,1671607670699996948
3086,1671607670799853086
3087,1671607670899941206
3088,1671607671000017881
3089,1671607671099883080
3090,1671607671199975014
3091,1671607671299800158
3092,1671607671399882078
3093,1671607671499984980
3094,1671607671599824905
3095,1671607671699914932
3096,1671607671799994946
3097,1671607671899827957
3098,1671607672000026226
3099,1671607672099994183
3100,1671607672199814796
3101,1671607672299895048
3102,1671607672399994135
3103,1671607672499822140
3104,1671607672599910975
3105,1671607672699882030
3106,1671607672799958944
3107,1671607672899804831
3108,1671607673000014067
3109,1671607673099992037
3110,1671607673199831009
3111,1671607673299909830
3112,1671607673399883986
3113,1671607673499966860
3114,1671607673599825859
3115,1671607673699924946
3116,1671607673799998045
3117,1671607673899840117
3118,1671607674000040054
3119,1671607674099880934
3120,1671607674199970007
3121,1671607674299809933
3122,1671607674399900913
3123,1671607674499988079
3124,1671607674599831104
3125,1671607674699914932
3126,1671607674799885035
3127,1671607674899974823
3128,1671607674999823809
3129,1671607675099930048
3130,1671607675199781895
3131,1671607675299877882
3132,1671607675399960041
3133,1671607675499795914
3134,1671607675599877119
3135,1671607675699962139
3136,1671607675799802065
3137,1671607675899896145
3138,1671607676000102997
3139,1671607676099941969
3140,1671607676199777126
3141,1671607676299979925
3142,1671607676399803877
3143,1671607676499897003
3144,1671607676599981070
3145,1671607676699834824
3146,1671607676799926043
3147,1671607676899893045
3148,1671607676999989986
3149,1671607677099960089
3150,1671607677199795961
3151,1671607677299882889
3152,1671607677399969101
3153,1671607677499806881
3154,1671607677599907160
3155,1671607677699886084
3156,1671607677799983025
3157,1671607677899827003
3158,1671607678000027895
3159,1671607678099874973
3160,1671607678199965954
3161,1671607678299813032
3162,1671607678399900913
3163,1671607678499995947
3164,1671607678599828005
3165,1671607678699914932
3166,1671607678799882889
3167,1671607678899976015
3168,1671607679000059843
3169,1671607679099921942
3170,1671607679199892998
3171,1671607679299978018
3172,1671607679399809122
3173,1671607679499898195
3174,1671607679599988937
3175,1671607679699826956
3176,1671607679799901962
3177,1671607679899981022
3178,1671607680000045061
3179,1671607680099893093
3180,1671607680199969053
3181,1671607680299808979
3182,1671607680399910927
3183,1671607680499885082
3184,1671607680599978924
3185,1671607680699820995
3186,1671607680799911976
3187,1671607680899878979
3188,1671607681000077009
3189,1671607681099936962
3190,1671607681199779987
3191,1671607681299977064
3192,1671607681399792910
3193,1671607681499888897
3194,1671607681599978924
3195,1671607681699814796
3196,1671607681799902916
3197,1671607681899976015
3198,1671607682000052929
3199,1671607682099923849
3200,1671607682199897051
3201,1671607682299982071
3202,1671607682399832010
3203,1671607682499912977
3204,1671607682599877119
3205,1671607682699972153
3206,1671607682799825907
3207,1671607682899911880
3208,1671607683000114918
3209,1671607683099973917
3210,1671607683199820042
3211,1671607683299911976
3212,1671607683399994850
3213,1671607683499834061
3214,1671607683599930048
3215,1671607683699774981
3216,1671607683799998999
3217,1671607683899828911
3218,1671607684000049829
3219,1671607684099891901
3220,1671607684199984074
3221,1671607684299831152
3222,1671607684399913073
3223,1671607684499891043
3224,1671607684599981070
3225,1671607684699806929
3226,1671607684799884081
3227,1671607684899967909
3228,1671607685000040054
3229,1671607685099897146
3230,1671607685199990988
3231,1671607685299824238
3232,1671607685399908066
3233,1671607685499875069
3234,1671607685599956989
3235,1671607685699805021
3236,1671607685799897194
3237,1671607685899984837
3238,1671607686000058174
3239,1671607686099900961
3240,1671607686199995995
3241,1671607686299826860
3242,1671607686399922848
3243,1671607686499995947
3244,1671607686599842072
3245,1671607686699930906
3246,1671607686799887180
3247,1671607686899967909
3248,1671607687000051022
3249,1671607687099908113
3250,1671607687199878931
3251,1671607687299965858
3252,1671607687399804831
3253,1671607687499886036
3254,1671607687599967003
3255,1671607687699805021
3256,1671607687799901962
3257,1671607687899986029
3258,1671607688000066042
3259,1671607688099925995
3260,1671607688199887991
3261,1671607688299973965
3262,1671607688399818897
3263,1671607688499906063
3264,1671607688599975824
3265,1671607688699812174
3266,1671607688799901962
3267,1671607688899969101
3268,1671607689000046015
3269,1671607689099886179
3270,1671607689199979067
3271,1671607689299818039
3272,1671607689399901867
3273,1671607689499886036
3274,1671607689599973202
3275,1671607689699807882
3276,1671607689799890995
3277,1671607689899973154
3278,1671607690000042915
3279,1671607690099908113
3280,1671607690199877024
3281,1671607690299977064
3282,1671607690399820089
3283,1671607690499892950
3284,1671607690599980116
3285,1671607690699810982
3286,1671607690799920797
3287,1671607690899893045
3288,1671607691000090122
3289,1671607691099946976
3290,1671607691199777126
3291,1671607691299998045
3292,1671607691399827957
3293,1671607691499910831
3294,1671607691599879026
3295,1671607691699980974
3296,1671607691799832106
3297,1671607691899918079
3298,1671607692000010967
3299,1671607692099990129
3300,1671607692199831009
3301,1671607692299926996
3302,1671607692399893045
3303,1671607692499979019
3304,1671607692599811077
3305,1671607692699902058
3306,1671607692799984217
3307,1671607692899823189
3308,1671607693000030041
3309,1671607693099895000
3310,1671607693199977875
3311,1671607693299807072
3312,1671607693399898052
3313,1671607693499993086
3314,1671607693599832058
3315,1671607693699925900
3316,1671607693799876213
3317,1671607693899958134
3318,1671607694000038862
3319,1671607694099891901
3320,1671607694199972153
3321,1671607694299812078
3322,1671607694399897099
3323,1671607694499979973
3324,1671607694599823952
3325,1671607694699914932
3326,1671607694799877167
3327,1671607694899973154
3328,1671607695000040054
3329,1671607695099894047
3330,1671607695199973822
3331,1671607695299807072
3332,1671607695399890900
3333,1671607695499984980
3334,1671607695599825859
3335,1671607695699914932
3336,1671607695799880028
3337,1671607695899973154
3338,1671607696000052929
3339,1671607696099909782
3340,1671607696199993134
3341,1671607696299821138
3342,1671607696399914980
3343,1671607696499999046
3344,1671607696599842072
3345,1671607696699928045
3346,1671607696799777985
3347,1671607696899994135
3348,1671607697000087976
3349,1671607697099949121
3350,1671607697199785948
3351,1671607697299989939
3352,1671607697399838924
3353,1671607697499922037
3354,1671607697599876165
3355,1671607697699958086
3356,1671607697799801111
3357,1671607697899883986
3358,1671607698000077009
3359,1671607698099940062
3360,1671607698199781895
3361,1671607698299882889
3362,1671607698399976969
3363,1671607698499832153
3364,1671607698599929094
3365,1671607698699895144
3366,1671607698799979925
3367,1671607698899816036
3368,1671607699000020027
3369,1671607699099997044
3370,1671607699199844122
3371,1671607699299926996
3372,1671607699399876118
3373,1671607699499962091
3374,1671607699599799156
3375,1671607699699888945
3376,1671607699799988985
3377,1671607699899818897
3378,1671607700000016928
3379,1671607700099994898
3380,1671607700199820995
3381,1671607700299911022
3382,1671607700399880886
3383,1671607700499973059
3384,1671607700599814892
3385,1671607700699918985
3386,1671607700799889803
3387,1671607700899994850
3388,1671607701000087023
3389,1671607701099949121
3390,1671607701199790001
3391,1671607701299880028
3392,1671607701399966955
3393,1671607701499798059
3394,1671607701599888802
3395,1671607701699965000
3396,1671607701799803972
3397,1671607701899893999
3398,1671607702000113964
3399,1671607702099961996
3400,1671607702199805021
3401,1671607702299896002
3402,1671607702399983168
3403,1671607702499825954
3404,1671607702599929094
3405,1671607702699892998
3406,1671607702799993038
3407,1671607702899837017
3408,1671607703000038862
3409,1671607703099898100
3410,1671607703199986935
3411,1671607703299834013
3412,1671607703399910927
3413,1671607703499988079
3414,1671607703599824905
3415,1671607703699913979
3416,1671607703799880981
3417,1671607703899964809
3418,1671607704000046015
3419,1671607704099894047
3420,1671607704199989080
3421,1671607704299834013
3422,1671607704399919033
3423,1671607704499888897
3424,1671607704599982023
3425,1671607704699822187
3426,1671607704799908161
3427,1671607704899996996
3428,1671607705000082016
3429,1671607705099941015
3430,1671607705199784040
3431,1671607705299876213
3432,1671607705399960041
3433,1671607705499792814
3434,1671607705599997997
3435,1671607705699851990
3436,1671607705799944878
3437,1671607705899781227
3438,1671607706000114918
3439,1671607706099951029
3440,1671607706199792862
3441,1671607706299877882
3442,1671607706399988890
3443,1671607706499830961
3444,1671607706599918127
3445,1671607706699898005
3446,1671607706799989939
3447,1671607706899828911
3448,1671607707000027895
3449,1671607707099990129
3450,1671607707199845076
3451,1671607707299940109
3452,1671607707399891853
3453,1671607707499978065
3454,1671607707599814892
3455,1671607707699907064
3456,1671607707799984217
3457,1671607707899823189
3458,1671607708000013113
3459,1671607708099987984
3460,1671607708199836016
3461,1671607708299921989
3462,1671607708399891853
3463,1671607708499983788
3464,1671607708599824905
3465,1671607708699918032
3466,1671607708799889803
3467,1671607708899986982
3468,1671607709000083923
3469,1671607709099925041
3470,1671607709199887991
3471,1671607709299968004
3472,1671607709399807930
3473,1671607709499882936
3474,1671607709599960089
3475,1671607709699802160
3476,1671607709799895048
3477,1671607709899988890
3478,1671607709999822140
3479,1671607710099919081
3480,1671607710199881077
3481,1671607710299971104
3482,1671607710399811983
3483,1671607710499885082
3484,1671607710599971056
3485,1671607710699834108
3486,1671607710799920797
3487,1671607710899883986
3488,1671607711000106096
3489,1671607711099964857
3490,1671607711199809074
3491,1671607711299905062
3492,1671607711399987936
3493,1671607711499833107
3494,1671607711599936962
3495,1671607711699775934
3496,1671607711799986839
3497,1671607711899828911
3498,1671607712000035048
3499,1671607712099883080
3500,1671607712199975014
3501,1671607712299818039
3502,1671607712399917126
3503,1671607712499878883
3504,1671607712599977016
3505,1671607712699807882
3506,1671607712799898148
3507,1671607712899981022
3508,1671607713000063896
3509,1671607713099925041
3510,1671607713199887991
3511,1671607713299983025
3512,1671607713399830103
3513,1671607713499920845
3514,1671607713599886179
3515,1671607713699993134
3516,1671607713799829006
3517,1671607713899932861
3518,1671607714000006914
3519,1671607714099874973
3520,1671607714199963808
3521,1671607714299805880
3522,1671607714399889946
3523,1671607714499979973
3524,1671607714599806070
3525,1671607714699893951
3526,1671607714799982071
3527,1671607714899824142
3528,1671607715000031948
3529,1671607715099881887
3530,1671607715199973822
3531,1671607715299803972
3532,1671607715399897099
3533,1671607715499984980
3534,1671607715599821091
3535,1671607715699896097
3536,1671607715799994946
3537,1671607715899833202
3538,1671607716000031948
3539,1671607716099895000
3540,1671607716199983120
3541,1671607716299828053
3542,1671607716399897099
3543,1671607716499983072
3544,1671607716599814892
3545,1671607716699908018
3546,1671607716799880981
3547,1671607716899962902
3548,1671607717000044107
3549,1671607717099900007
3550,1671607717199993134
3551,1671607717299832106
3552,1671607717399920940
3553,1671607717499896049
3554,1671607717599984169
3555,1671607717699826002
3556,1671607717799926996
3557,1671607717899889946
3558,1671607718000093937
3559,1671607718099946022
3560,1671607718199805975
3561,1671607718299901962
3562,1671607718399983168
3563,1671607718499829054
3564,1671607718599904060
3565,1671607718699996948
3566,1671607718799844027
3567,1671607718899927139
3568,1671607719000010967
3569,1671607719099992990
3570,1671607719199836969
3571,1671607719299930811
3572,1671607719399884939
3573,1671607719499983788
3574,1671607719599834919
3575,1671607719699925900
3576,1671607719799896002
3577,1671607719899983883
3578,1671607720000051975
3579,1671607720099900007
3580,1671607720199987888
3581,1671607720299829960
3582,1671607720399928093
3583,1671607720499780178
3584,1671607720599880934
3585,1671607720699973822
3586,1671607720799805880
3587,1671607720899879932
3588,1671607721000086069
3589,1671607721099930763
3590,1671607721199892044
3591,1671607721299971104
3592,1671607721399816990
3593,1671607721499909878
3594,1671607721599874973
3595,1671607721699980021
3596,1671607721799805880
3597,1671607721899887085
3598,1671607722000089169
3599,1671607722099946976
3600,1671607722199791193
3601,1671607722299885988
3602,1671607722399988890
3603,1671607722499823093
3604,1671607722599918127
3605,1671607722699877024
3606,1671607722799962997
3607,1671607722899803877
3608,1671607723000009060
3609,1671607723099988937
3610,1671607723199831009
3611,1671607723299916029
3612,1671607723399878979
3613,1671607723499953985
3614,1671607723599804878
3615,1671607723699892998
3616,1671607723799988985
3617,1671607723899806976
3618,1671607724000020027
3619,1671607724099985838
3620,1671607724199831009
3621,1671607724299919844
3622,1671607724399891853
3623,1671607724499966860
3624,1671607724599806070
3625,1671607724699892998
3626,1671607724799977064
3627,1671607724899804831
3628,1671607725000014067
3629,1671607725099983215
3630,1671607725199831963
3631,1671607725299927950
3632,1671607725399779081
3633,1671607725499875069
3634,1671607725599963903
3635,1671607725699802160
3636,1671607725799897194
3637,1671607725899972200
3638,1671607726000048161
3639,1671607726099891901
3640,1671607726199992180
3641,1671607726299838066
3642,1671607726399928093
3643,1671607726499774933
3644,1671607726599990129
3645,1671607726699831963
3646,1671607726799921989
3647,1671607726899884939
3648,1671607727000087023
3649,1671607727099925995
3650,1671607727199778080
3651,1671607727299877882
3652,1671607727399983168
3653,1671607727499835968
3654,1671607727599929094
3655,1671607727699885130
3656,1671607727799974918
